wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	F	L	C
44.7	67.7	1.05	0.004	12	3	123.9	124.0	284.0	6.9	TLN	T1RLN2L3X1	t:1:4-l:127.998:6-l:127.998:1
36.1	60.1	1.05	0.004	14	3	129.9	130.0	322.0	7.5	TLN	T1RLN2L3X1	t:1:6-l:127.998:6-l:127.998:1
31.9	55.9	1.05	0.004	16	3	135.9	136.0	360.0	7.9	TLN	T1RLN2L3X1	t:1:8-l:127.998:6-l:127.998:1
18.2	45.2	1.06	0.004	73	3	320.2	321.0	1457.0	11.1	TLN	T1RLN2L3X1	t:1:64-l:128.002:7-l:128.002:1
18.8	45.8	1.06	0.004	57	3	272.3	273.0	1153.0	10.7	TLN	T1RLN2L3X1	t:1:48-l:128.002:7-l:128.002:1
19.8	45.8	1.06	0.004	41	3	224.4	225.0	849.0	10.1	TLN	T1RLN2L3X1	t:1:32-l:128.002:7-l:128.002:1
23.0	48.0	1.06	0.004	25	3	176.5	177.0	545.0	9.1	TLN	T1RLN2L3X1	t:1:16-l:128.002:7-l:128.002:1
67.8	89.8	1.05	0.004	11	3	134.5	135.0	279.0	6.1	TLN	T1RLN2L3X1	t:1:2-l:128.002:7-l:128.002:1
42.2	65.2	1.05	0.004	13	3	140.5	141.0	317.0	7.1	TLN	T1RLN2L3X1	t:1:4-l:128.002:7-l:128.002:1
33.7	57.7	1.06	0.004	15	3	146.5	147.0	355.0	7.7	TLN	T1RLN2L3X1	t:1:6-l:128.002:7-l:128.002:1
29.4	53.4	1.06	0.004	17	3	152.5	153.0	393.0	8.1	TLN	T1RLN2L3X1	t:1:8-l:128.002:7-l:128.002:1
16.4	43.4	1.07	0.004	74	3	323.0	324.0	1476.0	11.3	TLN	T1RLN2L3X1	t:1:64-l:128.000:8-l:128.000:1
16.9	43.9	1.07	0.004	58	3	275.1	276.0	1172.0	10.9	TLN	T1RLN2L3X1	t:1:48-l:128.000:8-l:128.000:1
18.0	44.0	1.06	0.004	42	3	227.2	228.0	868.0	10.3	TLN	T1RLN2L3X1	t:1:32-l:128.000:8-l:128.000:1
21.2	46.2	1.06	0.004	26	3	179.2	180.0	564.0	9.3	TLN	T1RLN2L3X1	t:1:16-l:128.000:8-l:128.000:1
66.0	88.0	1.06	0.004	12	3	137.3	138.0	298.0	6.3	TLN	T1RLN2L3X1	t:1:2-l:128.000:8-l:128.000:1
40.4	63.4	1.06	0.004	14	3	143.3	144.0	336.0	7.3	TLN	T1RLN2L3X1	t:1:4-l:128.000:8-l:128.000:1
31.9	55.9	1.06	0.004	16	3	149.3	150.0	374.0	7.9	TLN	T1RLN2L3X1	t:1:6-l:128.000:8-l:128.000:1
27.6	51.6	1.06	0.004	18	3	155.3	156.0	412.0	8.3	TLN	T1RLN2L3X1	t:1:8-l:128.000:8-l:128.000:1
6.2	30.2	1.25	0.007	130	3	754.5	820.0	2868.0	14.3	TL	T2RL3	t:1:64-t:64:64-l:256.000:1
7.3	31.3	1.19	0.006	114	3	640.3	676.0	2468.0	13.9	TL	T2RL3	t:1:64-t:64:48-l:256.000:1
9.4	32.4	1.13	0.005	98	3	517.1	532.0	2068.0	13.3	TL	T2RL3	t:1:64-t:64:32-l:256.000:1
15.8	37.8	1.07	0.004	82	3	384.9	388.0	1668.0	12.3	TL	T2RL3	t:1:64-t:64:16-l:256.000:1
105.4	124.4	1.01	0.004	68	3	261.8	262.0	1318.0	9.3	TL	T2RL3	t:1:64-t:64:2-l:256.000:1
54.2	74.2	1.02	0.004	70	3	279.8	280.0	1368.0	10.3	TL	T2RL3	t:1:64-t:64:4-l:256.000:1
37.1	58.1	1.03	0.004	72	3	297.7	298.0	1418.0	10.9	TL	T2RL3	t:1:64-t:64:6-l:256.000:1
28.6	49.6	1.04	0.004	74	3	315.4	316.0	1468.0	11.3	TL	T2RL3	t:1:64-t:64:8-l:256.000:1
44.3	66.3	1.04	0.004	16	4	109.7	109.0	333.0	6.0	TL	T1RL4	t:1:12-l:25.398:1-l:25.398:1-l:25.398:1
44.9	66.9	1.04	0.004	13	4	100.7	100.0	276.0	5.6	TL	T1RL4	t:1:9-l:25.398:1-l:25.398:1-l:25.398:1
46.0	67.0	1.04	0.004	10	4	91.7	91.0	219.0	5.0	TL	T1RL4	t:1:6-l:25.398:1-l:25.398:1-l:25.398:1
49.4	69.4	1.04	0.004	7	4	82.7	82.0	162.0	4.0	TL	T1RL4	t:1:3-l:25.398:1-l:25.398:1-l:25.398:1
52.8	71.8	1.04	0.004	6	4	79.7	79.0	143.0	3.5	TL	T1RL4	t:1:2-l:25.398:1-l:25.398:1-l:25.398:1
34.2	57.2	1.04	0.004	17	4	117.8	117.0	357.0	7.0	TLN	T1RLN2L4X0	t:1:12-l:25.398:2-l:25.398:1-l:25.398:1
34.7	57.7	1.04	0.004	14	4	108.8	108.0	300.0	6.6	TLN	T1RLN2L4X0	t:1:9-l:25.398:2-l:25.398:1-l:25.398:1
35.9	57.9	1.04	0.004	11	4	99.8	99.0	243.0	6.0	TLN	T1RLN2L4X0	t:1:6-l:25.398:2-l:25.398:1-l:25.398:1
39.3	60.3	1.04	0.004	8	4	90.8	90.0	186.0	5.0	TLN	T1RLN2L4X0	t:1:3-l:25.398:2-l:25.398:1-l:25.398:1
42.6	62.6	1.04	0.004	7	4	87.8	87.0	167.0	4.5	TLN	T1RLN2L4X0	t:1:2-l:25.398:2-l:25.398:1-l:25.398:1
30.8	54.8	1.04	0.004	18	4	125.8	125.0	381.0	7.6	TLN	T1RLN2L4X0	t:1:12-l:25.398:3-l:25.398:1-l:25.398:1
31.3	55.3	1.04	0.004	15	4	116.8	116.0	324.0	7.2	TLN	T1RLN2L4X0	t:1:9-l:25.398:3-l:25.398:1-l:25.398:1
32.5	55.5	1.04	0.004	12	4	107.8	107.0	267.0	6.6	TLN	T1RLN2L4X0	t:1:6-l:25.398:3-l:25.398:1-l:25.398:1
35.9	57.9	1.04	0.004	9	4	98.8	98.0	210.0	5.6	TLN	T1RLN2L4X0	t:1:3-l:25.398:3-l:25.398:1-l:25.398:1
39.3	60.3	1.04	0.004	8	4	95.8	95.0	191.0	5.0	TLN	T1RLN2L4X0	t:1:2-l:25.398:3-l:25.398:1-l:25.398:1
29.1	53.1	1.05	0.004	19	4	133.8	133.0	405.0	8.0	TLN	T1RLN2L4X0	t:1:12-l:25.398:4-l:25.398:1-l:25.398:1
29.7	53.7	1.05	0.004	16	4	124.8	124.0	348.0	7.6	TLN	T1RLN2L4X0	t:1:9-l:25.398:4-l:25.398:1-l:25.398:1
30.8	53.8	1.05	0.004	13	4	115.8	115.0	291.0	7.0	TLN	T1RLN2L4X0	t:1:6-l:25.398:4-l:25.398:1-l:25.398:1
34.2	56.2	1.05	0.004	10	4	106.8	106.0	234.0	6.0	TLN	T1RLN2L4X0	t:1:3-l:25.398:4-l:25.398:1-l:25.398:1
37.6	58.6	1.05	0.004	9	4	103.8	103.0	215.0	5.5	TLN	T1RLN2L4X0	t:1:2-l:25.398:4-l:25.398:1-l:25.398:1
28.1	53.1	1.05	0.004	20	4	141.8	141.0	429.0	8.4	TLN	T1RLN2L4X0	t:1:12-l:25.398:5-l:25.398:1-l:25.398:1
28.6	53.6	1.05	0.004	17	4	132.8	132.0	372.0	7.9	TLN	T1RLN2L4X0	t:1:9-l:25.398:5-l:25.398:1-l:25.398:1
29.8	53.8	1.05	0.004	14	4	123.8	123.0	315.0	7.4	TLN	T1RLN2L4X0	t:1:6-l:25.398:5-l:25.398:1-l:25.398:1
33.2	56.2	1.05	0.004	11	4	114.8	114.0	258.0	6.4	TLN	T1RLN2L4X0	t:1:3-l:25.398:5-l:25.398:1-l:25.398:1
36.5	58.5	1.05	0.004	10	4	111.8	111.0	239.0	5.8	TLN	T1RLN2L4X0	t:1:2-l:25.398:5-l:25.398:1-l:25.398:1
27.4	52.4	1.05	0.004	21	4	149.7	149.0	453.0	8.6	TLN	T1RLN2L4X0	t:1:12-l:25.398:6-l:25.398:1-l:25.398:1
28.0	53.0	1.05	0.004	18	4	140.7	140.0	396.0	8.2	TLN	T1RLN2L4X0	t:1:9-l:25.398:6-l:25.398:1-l:25.398:1
29.1	53.1	1.05	0.004	15	4	131.7	131.0	339.0	7.6	TLN	T1RLN2L4X0	t:1:6-l:25.398:6-l:25.398:1-l:25.398:1
32.5	55.5	1.05	0.004	12	4	122.7	122.0	282.0	6.6	TLN	T1RLN2L4X0	t:1:3-l:25.398:6-l:25.398:1-l:25.398:1
35.9	57.9	1.05	0.004	11	4	119.7	119.0	263.0	6.0	TLN	T1RLN2L4X0	t:1:2-l:25.398:6-l:25.398:1-l:25.398:1
26.9	51.9	1.05	0.004	22	4	157.7	157.0	477.0	8.8	TLN	T1RLN2L4X0	t:1:12-l:25.398:7-l:25.398:1-l:25.398:1
27.5	52.5	1.05	0.004	19	4	148.7	148.0	420.0	8.4	TLN	T1RLN2L4X0	t:1:9-l:25.398:7-l:25.398:1-l:25.398:1
28.6	52.6	1.05	0.004	16	4	139.7	139.0	363.0	7.8	TLN	T1RLN2L4X0	t:1:6-l:25.398:7-l:25.398:1-l:25.398:1
32.0	55.0	1.05	0.004	13	4	130.7	130.0	306.0	6.8	TLN	T1RLN2L4X0	t:1:3-l:25.398:7-l:25.398:1-l:25.398:1
35.4	57.4	1.05	0.004	12	4	127.7	127.0	287.0	6.3	TLN	T1RLN2L4X0	t:1:2-l:25.398:7-l:25.398:1-l:25.398:1
26.6	51.6	1.05	0.004	23	4	165.6	165.0	501.0	9.0	TLN	T1RLN2L4X0	t:1:12-l:25.398:8-l:25.398:1-l:25.398:1
27.1	52.1	1.05	0.004	20	4	156.6	156.0	444.0	8.6	TLN	T1RLN2L4X0	t:1:9-l:25.398:8-l:25.398:1-l:25.398:1
28.2	52.2	1.05	0.004	17	4	147.6	147.0	387.0	8.0	TLN	T1RLN2L4X0	t:1:6-l:25.398:8-l:25.398:1-l:25.398:1
31.6	54.6	1.05	0.004	14	4	138.6	138.0	330.0	7.0	TLN	T1RLN2L4X0	t:1:3-l:25.398:8-l:25.398:1-l:25.398:1
35.0	57.0	1.05	0.004	13	4	135.6	135.0	311.0	6.5	TLN	T1RLN2L4X0	t:1:2-l:25.398:8-l:25.398:1-l:25.398:1
24.0	48.0	1.08	0.005	18	4	131.5	130.0	386.0	8.0	TLN	T1RLN3L4X0	t:1:12-l:25.398:2-l:25.398:2-l:25.398:1
24.6	48.6	1.08	0.005	15	4	122.5	121.0	329.0	7.6	TLN	T1RLN3L4X0	t:1:9-l:25.398:2-l:25.398:2-l:25.398:1
25.7	48.7	1.08	0.005	12	4	113.5	112.0	272.0	7.0	TLN	T1RLN3L4X0	t:1:6-l:25.398:2-l:25.398:2-l:25.398:1
29.1	51.1	1.08	0.005	9	4	104.5	103.0	215.0	6.0	TLN	T1RLN3L4X0	t:1:3-l:25.398:2-l:25.398:2-l:25.398:1
32.5	53.5	1.08	0.005	8	4	101.5	100.0	196.0	5.5	TLN	T1RLN3L4X0	t:1:2-l:25.398:2-l:25.398:2-l:25.398:1
17.2	43.2	1.12	0.005	20	4	152.4	151.0	439.0	9.2	TLN	T1RLN3L4X0	t:1:12-l:25.398:3-l:25.398:3-l:25.398:1
17.8	43.8	1.12	0.005	17	4	143.4	142.0	382.0	8.8	TLN	T1RLN3L4X0	t:1:9-l:25.398:3-l:25.398:3-l:25.398:1
18.9	43.9	1.12	0.005	14	4	134.4	133.0	325.0	8.2	TLN	T1RLN3L4X0	t:1:6-l:25.398:3-l:25.398:3-l:25.398:1
22.3	46.3	1.12	0.005	11	4	125.4	124.0	268.0	7.2	TLN	T1RLN3L4X0	t:1:3-l:25.398:3-l:25.398:3-l:25.398:1
25.7	48.7	1.12	0.005	10	4	122.4	121.0	249.0	6.6	TLN	T1RLN3L4X0	t:1:2-l:25.398:3-l:25.398:3-l:25.398:1
13.9	39.9	1.16	0.006	22	4	172.9	172.0	492.0	10.0	TLN	T1RLN3L4X0	t:1:12-l:25.398:4-l:25.398:4-l:25.398:1
14.4	40.4	1.16	0.006	19	4	163.9	163.0	435.0	9.6	TLN	T1RLN3L4X0	t:1:9-l:25.398:4-l:25.398:4-l:25.398:1
15.5	40.5	1.16	0.006	16	4	154.9	154.0	378.0	9.0	TLN	T1RLN3L4X0	t:1:6-l:25.398:4-l:25.398:4-l:25.398:1
18.9	42.9	1.16	0.006	13	4	145.9	145.0	321.0	8.0	TLN	T1RLN3L4X0	t:1:3-l:25.398:4-l:25.398:4-l:25.398:1
22.3	45.3	1.16	0.006	12	4	142.9	142.0	302.0	7.5	TLN	T1RLN3L4X0	t:1:2-l:25.398:4-l:25.398:4-l:25.398:1
11.8	39.8	1.21	0.006	24	4	192.8	193.0	545.0	10.7	TLN	T1RLN3L4X0	t:1:12-l:25.398:5-l:25.398:5-l:25.398:1
12.4	40.4	1.21	0.006	21	4	183.8	184.0	488.0	10.3	TLN	T1RLN3L4X0	t:1:9-l:25.398:5-l:25.398:5-l:25.398:1
13.5	40.5	1.20	0.006	18	4	174.8	175.0	431.0	9.7	TLN	T1RLN3L4X0	t:1:6-l:25.398:5-l:25.398:5-l:25.398:1
16.9	42.9	1.20	0.006	15	4	165.8	166.0	374.0	8.7	TLN	T1RLN3L4X0	t:1:3-l:25.398:5-l:25.398:5-l:25.398:1
20.3	45.3	1.20	0.006	14	4	162.8	163.0	355.0	8.1	TLN	T1RLN3L4X0	t:1:2-l:25.398:5-l:25.398:5-l:25.398:1
10.5	38.5	1.25	0.007	26	4	212.1	214.0	598.0	11.2	TLN	T1RLN3L4X0	t:1:12-l:25.398:6-l:25.398:6-l:25.398:1
11.0	39.0	1.25	0.007	23	4	203.1	205.0	541.0	10.8	TLN	T1RLN3L4X0	t:1:9-l:25.398:6-l:25.398:6-l:25.398:1
12.2	39.2	1.25	0.007	20	4	194.1	196.0	484.0	10.2	TLN	T1RLN3L4X0	t:1:6-l:25.398:6-l:25.398:6-l:25.398:1
15.5	41.5	1.25	0.007	17	4	185.1	187.0	427.0	9.2	TLN	T1RLN3L4X0	t:1:3-l:25.398:6-l:25.398:6-l:25.398:1
18.9	43.9	1.25	0.007	16	4	182.1	184.0	408.0	8.6	TLN	T1RLN3L4X0	t:1:2-l:25.398:6-l:25.398:6-l:25.398:1
9.5	37.5	1.29	0.007	28	4	231.0	235.0	651.0	11.6	TLN	T1RLN3L4X0	t:1:12-l:25.398:7-l:25.398:7-l:25.398:1
10.1	38.1	1.29	0.007	25	4	222.0	226.0	594.0	11.2	TLN	T1RLN3L4X0	t:1:9-l:25.398:7-l:25.398:7-l:25.398:1
11.2	38.2	1.29	0.007	22	4	213.0	217.0	537.0	10.6	TLN	T1RLN3L4X0	t:1:6-l:25.398:7-l:25.398:7-l:25.398:1
14.6	40.6	1.29	0.007	19	4	204.0	208.0	480.0	9.6	TLN	T1RLN3L4X0	t:1:3-l:25.398:7-l:25.398:7-l:25.398:1
18.0	43.0	1.29	0.007	18	4	201.0	205.0	461.0	9.1	TLN	T1RLN3L4X0	t:1:2-l:25.398:7-l:25.398:7-l:25.398:1
8.8	36.8	1.33	0.008	30	4	249.3	256.0	704.0	12.0	TLN	T1RLN3L4X0	t:1:12-l:25.398:8-l:25.398:8-l:25.398:1
9.3	37.3	1.33	0.008	27	4	240.3	247.0	647.0	11.6	TLN	T1RLN3L4X0	t:1:9-l:25.398:8-l:25.398:8-l:25.398:1
10.5	37.5	1.33	0.008	24	4	231.3	238.0	590.0	11.0	TLN	T1RLN3L4X0	t:1:6-l:25.398:8-l:25.398:8-l:25.398:1
13.9	39.9	1.33	0.008	21	4	222.3	229.0	533.0	10.0	TLN	T1RLN3L4X0	t:1:3-l:25.398:8-l:25.398:8-l:25.398:1
17.2	42.2	1.33	0.008	20	4	219.3	226.0	514.0	9.4	TLN	T1RLN3L4X0	t:1:2-l:25.398:8-l:25.398:8-l:25.398:1
29.7	52.7	1.07	0.004	17	4	118.2	117.0	357.0	7.0	TLN	T1RLN2L4X1	t:1:12-l:32.000:2-l:32.000:1-l:16.000:1
30.4	53.4	1.07	0.004	14	4	109.2	108.0	300.0	6.6	TLN	T1RLN2L4X1	t:1:9-l:32.000:2-l:32.000:1-l:16.000:1
31.9	53.9	1.07	0.004	11	4	100.2	99.0	243.0	6.0	TLN	T1RLN2L4X1	t:1:6-l:32.000:2-l:32.000:1-l:16.000:1
36.1	57.1	1.07	0.004	8	4	91.2	90.0	186.0	5.0	TLN	T1RLN2L4X1	t:1:3-l:32.000:2-l:32.000:1-l:16.000:1
40.4	60.4	1.07	0.004	7	4	88.2	87.0	167.0	4.5	TLN	T1RLN2L4X1	t:1:2-l:32.000:2-l:32.000:1-l:16.000:1
24.0	48.0	1.09	0.005	18	4	130.6	129.0	385.0	7.6	TLN	T1RLN2L4X1	t:1:12-l:36.630:3-l:36.630:1-l:12.210:1
24.8	48.8	1.09	0.005	15	4	121.6	120.0	328.0	7.2	TLN	T1RLN2L4X1	t:1:9-l:36.630:3-l:36.630:1-l:12.210:1
26.4	49.4	1.09	0.005	12	4	112.6	111.0	271.0	6.6	TLN	T1RLN2L4X1	t:1:6-l:36.630:3-l:36.630:1-l:12.210:1
31.3	53.3	1.09	0.005	9	4	103.6	102.0	214.0	5.6	TLN	T1RLN2L4X1	t:1:3-l:36.630:3-l:36.630:1-l:12.210:1
36.2	57.2	1.09	0.005	8	4	100.6	99.0	195.0	5.0	TLN	T1RLN2L4X1	t:1:2-l:36.630:3-l:36.630:1-l:12.210:1
20.8	44.8	1.11	0.005	19	4	139.9	138.0	410.0	8.0	TLN	T1RLN2L4X1	t:1:12-l:40.316:4-l:40.316:1-l:10.079:1
21.7	45.7	1.11	0.005	16	4	130.9	129.0	353.0	7.6	TLN	T1RLN2L4X1	t:1:9-l:40.316:4-l:40.316:1-l:10.079:1
23.5	46.5	1.11	0.005	13	4	121.9	120.0	296.0	7.0	TLN	T1RLN2L4X1	t:1:6-l:40.316:4-l:40.316:1-l:10.079:1
28.9	50.9	1.11	0.005	10	4	112.9	111.0	239.0	6.0	TLN	T1RLN2L4X1	t:1:3-l:40.316:4-l:40.316:1-l:10.079:1
34.3	55.3	1.11	0.005	9	4	109.9	108.0	220.0	5.5	TLN	T1RLN2L4X1	t:1:2-l:40.316:4-l:40.316:1-l:10.079:1
18.8	43.8	1.13	0.005	20	4	149.1	147.0	435.0	8.4	TLN	T1RLN2L4X1	t:1:12-l:43.430:5-l:43.430:1-l:8.686:1
19.8	44.8	1.13	0.005	17	4	140.1	138.0	378.0	7.9	TLN	T1RLN2L4X1	t:1:9-l:43.430:5-l:43.430:1-l:8.686:1
21.7	45.7	1.13	0.005	14	4	131.1	129.0	321.0	7.4	TLN	T1RLN2L4X1	t:1:6-l:43.430:5-l:43.430:1-l:8.686:1
27.5	50.5	1.13	0.005	11	4	122.1	120.0	264.0	6.4	TLN	T1RLN2L4X1	t:1:3-l:43.430:5-l:43.430:1-l:8.686:1
33.3	55.3	1.13	0.005	10	4	119.1	117.0	245.0	5.8	TLN	T1RLN2L4X1	t:1:2-l:43.430:5-l:43.430:1-l:8.686:1
17.4	42.4	1.15	0.005	21	4	159.3	157.0	461.0	8.6	TLN	T1RLN2L4X1	t:1:12-l:46.152:6-l:46.152:1-l:7.692:1
18.4	43.4	1.15	0.005	18	4	150.3	148.0	404.0	8.2	TLN	T1RLN2L4X1	t:1:9-l:46.152:6-l:46.152:1-l:7.692:1
20.5	44.5	1.15	0.005	15	4	141.3	139.0	347.0	7.6	TLN	T1RLN2L4X1	t:1:6-l:46.152:6-l:46.152:1-l:7.692:1
26.6	49.6	1.15	0.005	12	4	132.3	130.0	290.0	6.6	TLN	T1RLN2L4X1	t:1:3-l:46.152:6-l:46.152:1-l:7.692:1
32.8	54.8	1.15	0.005	11	4	129.3	127.0	271.0	6.0	TLN	T1RLN2L4X1	t:1:2-l:46.152:6-l:46.152:1-l:7.692:1
16.3	41.3	1.17	0.006	22	4	168.5	166.0	486.0	8.8	TLN	T1RLN2L4X1	t:1:12-l:48.587:7-l:48.587:1-l:6.941:1
17.4	42.4	1.17	0.006	19	4	159.5	157.0	429.0	8.4	TLN	T1RLN2L4X1	t:1:9-l:48.587:7-l:48.587:1-l:6.941:1
19.6	43.6	1.17	0.006	16	4	150.5	148.0	372.0	7.8	TLN	T1RLN2L4X1	t:1:6-l:48.587:7-l:48.587:1-l:6.941:1
26.1	49.1	1.17	0.006	13	4	141.5	139.0	315.0	6.8	TLN	T1RLN2L4X1	t:1:3-l:48.587:7-l:48.587:1-l:6.941:1
32.5	54.5	1.16	0.006	12	4	138.5	136.0	296.0	6.3	TLN	T1RLN2L4X1	t:1:2-l:48.587:7-l:48.587:1-l:6.941:1
15.5	40.5	1.18	0.006	23	4	177.6	175.0	511.0	9.0	TLN	T1RLN2L4X1	t:1:12-l:50.800:8-l:50.800:1-l:6.350:1
16.7	41.7	1.18	0.006	20	4	168.6	166.0	454.0	8.6	TLN	T1RLN2L4X1	t:1:9-l:50.800:8-l:50.800:1-l:6.350:1
18.9	42.9	1.18	0.006	17	4	159.6	157.0	397.0	8.0	TLN	T1RLN2L4X1	t:1:6-l:50.800:8-l:50.800:1-l:6.350:1
25.7	48.7	1.18	0.006	14	4	150.6	148.0	340.0	7.0	TLN	T1RLN2L4X1	t:1:3-l:50.800:8-l:50.800:1-l:6.350:1
32.5	54.5	1.18	0.006	13	4	147.6	145.0	321.0	6.5	TLN	T1RLN2L4X1	t:1:2-l:50.800:8-l:50.800:1-l:6.350:1
24.0	48.0	1.08	0.005	18	4	131.5	130.0	386.0	8.0	TLN	T1RLN3L4X1	t:1:12-l:25.398:2-l:25.398:2-l:25.398:1
24.6	48.6	1.08	0.005	15	4	122.5	121.0	329.0	7.6	TLN	T1RLN3L4X1	t:1:9-l:25.398:2-l:25.398:2-l:25.398:1
25.7	48.7	1.08	0.005	12	4	113.5	112.0	272.0	7.0	TLN	T1RLN3L4X1	t:1:6-l:25.398:2-l:25.398:2-l:25.398:1
29.1	51.1	1.08	0.005	9	4	104.5	103.0	215.0	6.0	TLN	T1RLN3L4X1	t:1:3-l:25.398:2-l:25.398:2-l:25.398:1
32.5	53.5	1.08	0.005	8	4	101.5	100.0	196.0	5.5	TLN	T1RLN3L4X1	t:1:2-l:25.398:2-l:25.398:2-l:25.398:1
17.2	43.2	1.12	0.005	20	4	152.4	151.0	439.0	9.2	TLN	T1RLN3L4X1	t:1:12-l:25.398:3-l:25.398:3-l:25.398:1
17.8	43.8	1.12	0.005	17	4	143.4	142.0	382.0	8.8	TLN	T1RLN3L4X1	t:1:9-l:25.398:3-l:25.398:3-l:25.398:1
18.9	43.9	1.12	0.005	14	4	134.4	133.0	325.0	8.2	TLN	T1RLN3L4X1	t:1:6-l:25.398:3-l:25.398:3-l:25.398:1
22.3	46.3	1.12	0.005	11	4	125.4	124.0	268.0	7.2	TLN	T1RLN3L4X1	t:1:3-l:25.398:3-l:25.398:3-l:25.398:1
25.7	48.7	1.12	0.005	10	4	122.4	121.0	249.0	6.6	TLN	T1RLN3L4X1	t:1:2-l:25.398:3-l:25.398:3-l:25.398:1
13.9	39.9	1.16	0.006	22	4	172.9	172.0	492.0	10.0	TLN	T1RLN3L4X1	t:1:12-l:25.400:4-l:25.400:4-l:25.400:1
14.4	40.4	1.16	0.006	19	4	163.9	163.0	435.0	9.6	TLN	T1RLN3L4X1	t:1:9-l:25.400:4-l:25.400:4-l:25.400:1
15.5	40.5	1.16	0.006	16	4	154.9	154.0	378.0	9.0	TLN	T1RLN3L4X1	t:1:6-l:25.400:4-l:25.400:4-l:25.400:1
18.9	42.9	1.16	0.006	13	4	145.9	145.0	321.0	8.0	TLN	T1RLN3L4X1	t:1:3-l:25.400:4-l:25.400:4-l:25.400:1
22.3	45.3	1.16	0.006	12	4	142.9	142.0	302.0	7.5	TLN	T1RLN3L4X1	t:1:2-l:25.400:4-l:25.400:4-l:25.400:1
11.8	39.8	1.21	0.006	24	4	192.8	193.0	545.0	10.7	TLN	T1RLN3L4X1	t:1:12-l:25.400:5-l:25.400:5-l:25.400:1
12.4	40.4	1.21	0.006	21	4	183.8	184.0	488.0	10.3	TLN	T1RLN3L4X1	t:1:9-l:25.400:5-l:25.400:5-l:25.400:1
13.5	40.5	1.21	0.006	18	4	174.8	175.0	431.0	9.7	TLN	T1RLN3L4X1	t:1:6-l:25.400:5-l:25.400:5-l:25.400:1
16.9	42.9	1.20	0.006	15	4	165.8	166.0	374.0	8.7	TLN	T1RLN3L4X1	t:1:3-l:25.400:5-l:25.400:5-l:25.400:1
20.3	45.3	1.20	0.006	14	4	162.8	163.0	355.0	8.1	TLN	T1RLN3L4X1	t:1:2-l:25.400:5-l:25.400:5-l:25.400:1
10.5	38.5	1.25	0.007	26	4	212.1	214.0	598.0	11.2	TLN	T1RLN3L4X1	t:1:12-l:25.398:6-l:25.398:6-l:25.398:1
11.0	39.0	1.25	0.007	23	4	203.1	205.0	541.0	10.8	TLN	T1RLN3L4X1	t:1:9-l:25.398:6-l:25.398:6-l:25.398:1
12.2	39.2	1.25	0.007	20	4	194.1	196.0	484.0	10.2	TLN	T1RLN3L4X1	t:1:6-l:25.398:6-l:25.398:6-l:25.398:1
15.5	41.5	1.25	0.007	17	4	185.1	187.0	427.0	9.2	TLN	T1RLN3L4X1	t:1:3-l:25.398:6-l:25.398:6-l:25.398:1
18.9	43.9	1.25	0.007	16	4	182.1	184.0	408.0	8.6	TLN	T1RLN3L4X1	t:1:2-l:25.398:6-l:25.398:6-l:25.398:1
9.5	37.5	1.29	0.007	28	4	231.0	235.0	651.0	11.6	TLN	T1RLN3L4X1	t:1:12-l:25.396:7-l:25.396:7-l:25.396:1
10.1	38.1	1.29	0.007	25	4	222.0	226.0	594.0	11.2	TLN	T1RLN3L4X1	t:1:9-l:25.396:7-l:25.396:7-l:25.396:1
11.2	38.2	1.29	0.007	22	4	213.0	217.0	537.0	10.6	TLN	T1RLN3L4X1	t:1:6-l:25.396:7-l:25.396:7-l:25.396:1
14.6	40.6	1.29	0.007	19	4	204.0	208.0	480.0	9.6	TLN	T1RLN3L4X1	t:1:3-l:25.396:7-l:25.396:7-l:25.396:1
18.0	43.0	1.29	0.007	18	4	201.0	205.0	461.0	9.1	TLN	T1RLN3L4X1	t:1:2-l:25.396:7-l:25.396:7-l:25.396:1
8.8	36.8	1.33	0.008	30	4	249.3	256.0	704.0	12.0	TLN	T1RLN3L4X1	t:1:12-l:25.400:8-l:25.400:8-l:25.400:1
9.3	37.3	1.33	0.008	27	4	240.3	247.0	647.0	11.6	TLN	T1RLN3L4X1	t:1:9-l:25.400:8-l:25.400:8-l:25.400:1
10.5	37.5	1.33	0.008	24	4	231.3	238.0	590.0	11.0	TLN	T1RLN3L4X1	t:1:6-l:25.400:8-l:25.400:8-l:25.400:1
13.9	39.9	1.33	0.008	21	4	222.3	229.0	533.0	10.0	TLN	T1RLN3L4X1	t:1:3-l:25.400:8-l:25.400:8-l:25.400:1
17.2	42.2	1.33	0.008	20	4	219.3	226.0	514.0	9.4	TLN	T1RLN3L4X1	t:1:2-l:25.400:8-l:25.400:8-l:25.400:1
35.0	57.0	1.04	0.004	27	4	184.3	184.0	584.0	9.6	TL	T2RL4	t:1:12-t:12:12-l:36.950:1-l:36.950:1
35.8	57.8	1.03	0.004	24	4	163.4	163.0	515.0	9.2	TL	T2RL4	t:1:12-t:12:9-l:36.950:1-l:36.950:1
37.5	58.5	1.03	0.004	21	4	142.5	142.0	446.0	8.6	TL	T2RL4	t:1:12-t:12:6-l:36.950:1-l:36.950:1
42.4	62.4	1.03	0.004	18	4	121.5	121.0	377.0	7.6	TL	T2RL4	t:1:12-t:12:3-l:36.950:1-l:36.950:1
